#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
89,"Best of You","Foo Fighters",79,130,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock","Metal, Rock","In Your Honor",2005-06-14,04:15,37,94,0,0,37,0,10,-5,C♯/D♭ Minor,4,2024-01-15,5FZxsHWIvUsmSK1IAvm2pp,"RCA Records Label",12A,https://p.scdn.co/mp3-preview/663c0b487fce5c988d695cba4c20916a56760bdb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516c44679425e2695001b35d72
90,"Starlight","Muse",77,122,"alternative rock, modern rock, permanent wave, rock","Rock","Black Holes and Revelations",2006-06-19,04:00,55,87,0,0,32,0,20,-4,E Major,4,2024-01-15,3skn2lauGk7Dx6bVIt5DVj,"Warner Records",12B,https://p.scdn.co/mp3-preview/f4dc0eed34079ebc130dbd81826c88006978f30e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485128933b808bfb4cbbd0385400
91,"The Great Escape","Patrick Watson",64,105,"indie folk, indie quebecois","Folk/Acoustic, Blues","Close to Paradise",2006-09-26,03:07,46,7,99,10,23,0,10,-17,F#/G♭ Major,4,2024-01-15,1GIPP103zfsythULEpsmdw,"Secret City Records",2B,https://p.scdn.co/mp3-preview/d361f8445f0c13f4fc9c26d077f24c7bf44f9779?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2acd85cc44d4accefdf5ae3
92,"Norrsken","Karin Borg",58,134,"focus","New age","Norrsken",2016-12-01,01:35,28,4,98,92,4,0,10,-22,C Minor,4,2024-01-15,1ep6SXntDEpyJl3gnhoiTD,"Karin Borg",5A,https://p.scdn.co/mp3-preview/0d721dc7c1cfdbda0fd648bab04c0e8491c313bb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512e58eb0020199a8ec6dcff10
93,"Long Nights","Eddie Vedder",64,109,"acoustic rock, grunge, permanent wave","Rock","Into The Wild (Music For The Motion Picture)",2007-09-18,02:31,48,31,68,0,10,0,10,-13,F Major,4,2024-01-15,4lxGVzcUaSF5HW5jtWnShV,"Into The Wild Soundtrack",7B,,https://i.scdn.co/image/ab67616d000048513ed52339ae78ac1b695e8d80
94,"Take Me Out","Franz Ferdinand",83,105,"alternative rock, dance rock, indie rock, modern rock, rock, scottish rock","Rock","Franz Ferdinand",2004-02-16,03:57,28,66,0,0,53,0,10,-9,E Minor,4,2024-01-15,20I8RduZC2PWMWTDCZuuAN,"Domino Recording Co",9A,https://p.scdn.co/mp3-preview/f91cfdf3dd5f7114cf47f8c8b2567b7a8a76d9ed?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485109a90531b85be7899c3234c4
95,"The Poet and the Muse","Old Gods of Asgard",52,93,"","","Memory Thought Balance Ruin",2015-02-19,04:17,47,42,26,0,20,0,10,-9,B Minor,4,2024-01-15,13H1BCvtb5qWBopmgEicTT,"Insomniac",10A,https://p.scdn.co/mp3-preview/2b8b72e365a322a3f049a5c7f691de3f63c0f902?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a68340faacb606eedaff5ad6
96,"Time is Running Out","Muse",58,118,"alternative rock, modern rock, permanent wave, rock","Rock","Absolution",2004-03-23,03:57,59,84,0,1,43,0,0,-6,A Minor,4,2024-01-15,2takcwOaAZWiXQijPHIx7B,"Warner Records",8A,,https://i.scdn.co/image/ab67616d000048518cb690f962092fd44bbe2bf4
97,"La melancolie (arr. H. Kraggerud): La Melancolie (arr. H. Kraggerud)","Henning Kraggerud,Ole Bull,Razumovsky Symphony Orchestra,Bjarte Engeset",39,59,"violin, norwegian classical, symfonicky orchestr, ","Classical","Norwegian Violin Favourites",1999-11-29,02:19,21,18,78,82,4,0,0,-19,D Minor,4,2024-01-15,7rurwR9jA7XDEj9cfnB1fz,"Naxos",7A,https://p.scdn.co/mp3-preview/e08a1d1937bdddf4986641f3ba4c6a99b04b5a14?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b7ccd0ff0c3f120f3a594ac3
98,"Beethoven's Silence","Ernesto Cortazar",54,141,"operatic pop","Pop","Just for You",2009-07-14,02:38,27,27,98,96,9,0,10,-16,D#/E♭ Minor,3,2024-01-15,2jrc5wSJd4NYsewjDsoNEa,"Ernesto Cortazar",2A,https://p.scdn.co/mp3-preview/d1ee84775d0d9ef05d50198884cdcac43cfbd1e5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518882daa32d3299a986c41093
99,"Nocturnes, Op. 9: No. 1 in B-Flat Minor","Emma Czaplica",47,212,"pianissimo","New age","Study Music",2017-04-22,01:28,31,10,98,92,18,0,0,-19,F#/G♭ Major,4,2024-01-15,1ICE1nKZNDhpLIlEZ4RcnL,"Study Compilation",2B,https://p.scdn.co/mp3-preview/a27ace3f645b3ed6b384ee12bcff9efe599885f8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/082770e8613a956b1d824b588a7bdd06af7efe73
100,"Bird’s Teardrops (Live)","Estas Tonne,Peia",48,96,"flamenco guitar, high vibe, shamanic","Latin, New age","Anthology, Vol. I & Vol. II (Live)",2021-06-18,04:35,41,35,87,92,14,0,10,-11,E Minor,4,2024-01-15,17KTNaAmbY9tLeOXoKpGLk,"Estas Tonne",9A,https://p.scdn.co/mp3-preview/276e01c16697a1e5f31a1bce9b015fad669c9fc0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485179c4737b7328c1f265534b47
101,"Suite in G Major, RCT 6: No. 14, Les sauvages - Arr. for Solo Cello - Nouvelles suites de pièces de clavecin","Jean-Philippe Rameau,Christian-Pierre La Marca",53,85,"baroque, classical, classical era, early music, french baroque, french opera, classical cello","Classical","Cello 360",2020-11-27,02:26,41,27,94,89,42,0,0,-17,F#/G♭ Minor,4,2024-01-15,3OSBkT1q8dSQR7q5xJlR2p,"Naïve, a label of Believe Group",11A,https://p.scdn.co/mp3-preview/2aab558fbb021127c674951318627a841d9c498d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851111c8e100f7cf285299a0a45
102,"With Some Malice","Francesco D'andrea",35,86,"","","With Some Malice",2020-08-05,01:59,40,24,99,40,88,0,20,-14,G#/A♭ Minor,4,2024-01-15,5JO9kYx138a1v5Nguh9r3o,"Francesco D'andrea",1A,https://p.scdn.co/mp3-preview/e1537dd9811581f333c8dfc2991d2e2fd9cad1f8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485145200420b0e6438cb2d5c91e
103,"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse","Pyotr Ilyich Tchaikovsky,Daniel Lozakovich,Stanislav Soloviev",62,108,"classical, late romantic era, russian romanticism, violin, ","Classical","None but the Lonely Heart",2019-10-18,02:21,25,6,95,2,4,0,0,-26,C♯/D♭ Major,4,2024-01-15,1BbQIyPnuhVIlJEqPcY3Ug,"Deutsche Grammophon (DG)",3B,,https://i.scdn.co/image/ab67616d000048518fcc0b8cb82eb9477888d1a8
104,"Light","Sleeping At Last",59,105,"ambient worship, chamber pop","New age, Pop","Atlas: I",2014-07-08,04:22,22,39,53,1,4,0,0,-9,C Major,4,2024-01-15,5uq3x8Pg8HAj8qNwPFOzfl,"Asteroid B-612",8B,https://p.scdn.co/mp3-preview/0442f0a6f8f40ad6eb36f571503f90fb5fa4520f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c761387d83c7c615da7008a8
105,"Thinking About You","Edwin Raphael",68,145,"indie anthem-folk, modern indie folk, montreal indie","Folk/Acoustic, Pop","Ocean Walk",2015-06-19,01:07,36,11,79,0,35,0,10,-16,A Major,4,2024-01-15,5aGh0VbtaYaJBcf33nPByK,"Vanguart",11B,https://p.scdn.co/mp3-preview/bf2d5a8acf15b4037379189173d97b512e023e72?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851336cd9e778fd22a73da1ff93
106,"Caruso","Lucio Dalla,HAUSER,Robert Ziegler,London Symphony Orchestra",50,76,"canzone d'autore, classic italian pop, italian adult pop, classical cello, british orchestra, classical, orchestra","Classical, World/Traditional, Pop","Classic",2020-02-07,05:30,20,39,91,93,8,0,10,-8,G Minor,3,2024-01-15,4GaVb4spqse4hOwiHpWXVC,"Sony Classical",6A,https://p.scdn.co/mp3-preview/6595759e3db18a7d60a631a41fca6c3ca289b1fe?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851574875c8196e704ca79605c7
107,"The Hardest Part (feat. Leon Bridges)","Olivia Dean,Leon Bridges",69,94,"pop soul, uk pop, modern blues, neo soul, soul","Blues, R&B, Pop","The Hardest Part (feat. Leon Bridges)",2023-06-16,02:56,72,53,48,0,45,0,10,-7,C Major,4,2024-01-15,1fXALB3kb14ngMRGNdV5wD,"EMI",8B,,https://i.scdn.co/image/ab67616d00004851a99c466f806031aaebbfa9b6
108,"Watch The World Burn","Falling In Reverse",77,162,"alternative metal, pop punk, rap metal","Metal, Rock","Watch The World Burn",2023-01-31,03:23,40,78,1,0,35,10,20,-6,A#/B♭ Minor,4,2024-01-15,4CiVz4bw7X1zjCaJ5ZwxUS,"Epitaph",3A,https://p.scdn.co/mp3-preview/ba93462ec989edfa0b96c4a05c9d08550349dc5b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851589d284fd2bc297a71a7e660
109,"Getting Away With Murder","Papa Roach",62,104,"alternative metal, nu metal, rap metal, rap rock, rock","Metal, Rock","Getting Away With Murder",2004-01-01,03:11,54,97,0,0,35,0,20,-4,C♯/D♭ Major,4,2024-01-15,40dHZ1HyySmu9FmTINRbqM,"Geffen",3B,,https://i.scdn.co/image/ab67616d000048512d5551c32546cafe3aafd939
110,"A Different Age","Current Joys",65,144,"lo-fi indie, pov: indie","Rock, Pop","A Different Age",2018-03-02,06:52,63,37,64,7,36,0,0,-11,D Major,4,2024-01-15,5iMXCDWA4FxPNcOnq0HrpJ,"Current Joys",10B,https://p.scdn.co/mp3-preview/02b8c078b1da2d3f976438641337ece84838ccfb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127b8f6bcf663da4e40336931
111,"Almost Lover","A Fine Frenzy",54,120,"acoustic pop, lilith, neo mellow","Pop, Folk/Acoustic","One Cell In The Sea",2007-01-01,04:28,55,24,95,0,17,0,10,-8,C Major,4,2024-01-15,71ehTADpxs85ULrZgSEKCy,"Virgin Records",8B,,https://i.scdn.co/image/ab67616d00004851f4ff76aaa9d3255255b19268
112,"One More Light","Linkin Park",76,84,"alternative metal, nu metal, post-grunge, rap metal, rock","Metal, Rock","One More Light",2017-05-19,04:15,59,20,90,0,17,0,0,-11,G#/A♭ Major,4,2024-01-15,3xXBsjrbG1xQIm1xv1cKOt,"Warner Records",4B,https://p.scdn.co/mp3-preview/44482a2b0b1bacd5d5e3b3c28e29974812b1351f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851145e1cf12538f5666511237d
113,"The Hidden Library","Joshua Kyan Aalampour",55,130,"","","The Hidden Library",2022-04-26,01:32,46,10,99,91,47,0,10,-29,B Minor,3,2024-01-15,28hdc4s98LfNC36wad6z5C,"Joshua Kyan Aalampour",10A,https://p.scdn.co/mp3-preview/273e456353e85b2d213355b847d256c823f67a30?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511a5a85172ce9bebd74cd4528
114,"Hurricane","James Vincent McMorrow",44,137,"chamber pop, indie folk, irish singer-songwriter, stomp and holler","Pop, Folk/Acoustic","The Less I Knew",2022-06-24,04:26,68,68,23,0,77,0,20,-6,G Major,4,2024-01-15,3srLPi5meVYayHjKwFpeP6,"Faction Records",9B,https://p.scdn.co/mp3-preview/9f312d3b698e28ea056bc0e9f67d145542bf0f0c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e350fcfb83c478c0eccc751f
115,"Imogen","Nick Mulvey",54,87,"british singer-songwriter, cambridgeshire indie, indie folk","Folk/Acoustic, Rock","Wake Up Now",2017-09-08,04:15,49,58,85,0,23,0,10,-7,F Major,4,2024-01-15,0X61Ud5Uzv44RvY3s1SsuO,"Fiction",7B,,https://i.scdn.co/image/ab67616d000048514c8a124d8bce6a157523a8d0
116,"In Your Heart","The Franklin Electric",56,122,"canadian indie folk, indie quebecois","Folk/Acoustic, Blues","In Your Head / In Your Heart",2020-02-21,02:45,52,49,90,0,14,0,10,-9,D#/E♭ Major,4,2024-01-15,7HTudFHDuPpVxHyssmZhUr,"Nettwerk Music Group",5B,https://p.scdn.co/mp3-preview/aae49e10d434a76d11a5e0def4a1a98db99bb0ba?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c5f52ef20c8caefa442c0086
117,"Growing Pains","Layup",49,102,"","","Natural Rattle",2018-02-23,03:21,67,81,3,0,56,0,10,-7,B Minor,4,2024-01-15,2TDhvjwmElU4UoEaVzKSnM,"Blackwatch Records",10A,https://p.scdn.co/mp3-preview/b135b1e7f757d8c6f3424fc4e36de2c693cc8230?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119abb2bb71e9807c133c3c75
118,"Jeas Cyclo (Ride Cyclo)","Yol Aularong",24,131,"cambodian rock","Rock","Cambodian Rocks",1974-05-13,04:30,59,78,1,1,90,0,0,-6,D Major,4,2024-01-15,3s1xtTaA36nfLylvvZbtfy,"The Orchard House",10B,https://p.scdn.co/mp3-preview/85f48903d9d4bf3300aa662c525231b1c2239b4a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514d665adf47c67d173ea8d2df
119,"Ghost","Josiah and the Bonnevilles",71,78,"modern folk rock, stomp and holler","Rock, Folk/Acoustic","2022",2022-12-14,02:26,61,36,73,0,51,0,10,-9,G#/A♭ Major,4,2024-01-15,1IUEz40wavYETWJgak8iI3,"Josiah and the Bonnevilles",4B,https://p.scdn.co/mp3-preview/bc94854b84bab35124c6385618d5d610fdc08375?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517ece58ddcfb02a1a29b1c1b0
120,"Different","Acceptance",35,168,"christian alternative rock, neon pop punk, pop emo","Rock, Pop","Phantoms",2005-04-26,04:07,40,62,1,0,20,0,20,-6,B Minor,4,2024-01-15,4WFz3RH4VzRjOHLhYN4XFl,"Columbia",10A,https://p.scdn.co/mp3-preview/0a64fec748b2c7b846da4a365eb756acb55b39e5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bc0aecbea8dec0d762869491
121,"Your Guardian Angel","The Red Jumpsuit Apparatus",67,113,"alternative metal, neon pop punk, pop punk, post-grunge, screamo","Metal, Pop, Rock","Don't You Fake It",2006-01-01,03:49,29,48,12,0,38,0,60,-7,F Major,4,2024-01-15,2Guz1b911CbpG8L92cnglI,"Virgin Records",7B,,https://i.scdn.co/image/ab67616d00004851f98edbc89407338a90437d34
122,"Big in Japan","Guano Apes",53,120,"funk metal, funk rock, german alternative rock, german rock, nu metal","Metal, Rock","Don't Give Me Names",2000-05-01,02:48,48,95,0,7,68,10,30,-7,D#/E♭ Minor,4,2024-01-15,3lQO10djAi0Ym506za76Wt,"Sony Music/Supersonic-GUN",2A,https://p.scdn.co/mp3-preview/dc593e63ccaf01321824ce2fac47e0cab02b254b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485180bae26d3a81bea9d83a710a
123,"Ironic - 2015 Remaster","Alanis Morissette",76,115,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter","Pop, Folk/Acoustic, Rock","Jagged Little Pill (2015 Remaster)",1995-00-00,03:50,41,58,22,0,37,0,10,-8,B Major,5,2024-01-15,1d6KS9GH06JAd19uiBy9IE,"Rhino/Maverick Records",1B,https://p.scdn.co/mp3-preview/8d47a6af92173911fd7a688d66a3b5ad6c79a25d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851242e643ea07118ecf677a6ef
124,"Hold On","Sons Of The East",57,112,"australian indie folk, folk-pop","Folk/Acoustic, Pop","Hold On",2013-03-01,03:50,63,70,10,0,42,0,10,-7,B Minor,4,2024-01-15,3p82oFueSOlMnxEoex450n,"Sons Of The East Music",10A,https://p.scdn.co/mp3-preview/f341022f491d28bbe0e33ee5e2a592953b49f1cf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510ad60c739ebc92aaa5c18a2d
125,"Come Away","Sons Of The East",57,122,"australian indie folk, folk-pop","Folk/Acoustic, Pop","Sons Of The East",2013-08-02,04:20,67,59,21,0,23,0,10,-8,C Major,4,2024-01-15,1tpSOLApZSgDaFqYHIeQl9,"Sons Of The East Music",8B,https://p.scdn.co/mp3-preview/b199ed6568dcf3438419bed46355bb513758af0e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b4d3b2740b535c9b56210df1
126,"Indigo Night","Tamino",63,112,"belgian indie","Rock","Amir",2018-10-19,04:15,54,34,63,12,15,0,10,-11,D#/E♭ Minor,4,2024-01-15,62DFvt3IhKq2i8wyigqeFO,"Communion Music",2A,,https://i.scdn.co/image/ab67616d00004851ef506280e70e4dbba1c94bc9
127,"Habibi","Tamino",59,122,"belgian indie","Rock","Amir",2018-10-19,05:07,32,30,69,11,4,0,10,-9,D Minor,4,2024-01-15,5juBKIr7vbfAUgFpa34DuO,"Communion Music",7A,,https://i.scdn.co/image/ab67616d00004851ef506280e70e4dbba1c94bc9
128,"Torna a casa","Måneskin",70,81,"indie rock italiano, italian pop","Rock, Pop","Il ballo della vita",2018-10-26,03:50,43,64,43,0,45,0,10,-3,C♯/D♭ Minor,4,2024-01-15,3590AAEoqH50z4UmhMIY85,"RCA Records Label",12A,https://p.scdn.co/mp3-preview/a269da885f96287e4b83dc457c1063a186f32210?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dbc892b8194e35ca3524e767
129,"Ain’t So Easy","Sons Of The East",37,169,"australian indie folk, folk-pop","Folk/Acoustic, Pop","Palomar Parade - Deluxe Edition",2023-04-21,03:05,24,21,78,0,13,0,10,-13,D Major,3,2024-01-15,0ze5rRNTcENtHHRYImTfY7,"Sons Of The East Music",10B,https://p.scdn.co/mp3-preview/a4f3db060bc4a83cde3f2a17c2f3b3d5496d0e23?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511a2e6b9a625fd31a4006f665
130,"Paradise","Coldplay",86,140,"permanent wave, pop","Rock, Pop","Mylo Xyloto",2011-10-24,04:38,45,59,5,0,21,0,0,-7,F Major,4,2024-01-15,6nek1Nin9q48AVZcWs9e9D,"Parlophone UK",7B,https://p.scdn.co/mp3-preview/1039fd50eaca0a268a2378a6c9244bf85c8b961f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851de0cd11d7b31c3bd1fd5983d
131,"Imagine - Remastered 2010","John Lennon",81,76,"classic rock, rock","Rock","Imagine",1971-09-09,03:07,55,26,91,18,17,0,0,-12,C Major,4,2024-01-15,7pKfPomDEeI4TPT6EOYjn9,"EMI Catalogue",8B,,https://i.scdn.co/image/ab67616d0000485199581550ef9746ca582bb3cc
132,"Lights Are On","Tom Rosenthal",81,136,"british singer-songwriter","Folk/Acoustic","Z-Sides",2018-10-26,03:13,44,4,98,47,25,0,10,-17,D#/E♭ Major,4,2024-01-15,4IhTXiZLKATmwhMZIb1GQN,"Tinpot Records",5B,https://p.scdn.co/mp3-preview/2ced5157704c18b8c48c91479fe50cfe1a62e5a3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851963d93a7d49b6a45facb8f78
133,"Boat Song","Woodkid",40,74,"chamber pop","Pop","The Golden Age",2013-01-01,04:30,40,30,96,1,7,0,0,-11,C Major,4,2024-01-15,1WlIjI1OyiLFUuD6o6DhnA,"Island Records",8B,,https://i.scdn.co/image/ab67616d00004851216fa486e2c3e899cacfe6bf
134,"Take Me Home, Country Roads","John Denver",77,82,"classic country pop, folk, folk rock, mellow gold, singer-songwriter, soft rock","Pop, Folk/Acoustic, Rock","The John Denver Collection, Vol 1: Take Me Home Country Roads",1997-06-17,03:17,38,43,55,0,55,0,10,-13,A Major,4,2024-01-15,1QbOvACeYanja5pbnJbAmk,"Windstar Records",11B,https://p.scdn.co/mp3-preview/b0805419e05dd1872abea1d5a798399be024cde8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a19cee952b6dae128d68f116
135,"More Than Life","Whitley",49,85,"australian indie folk","Folk/Acoustic","The Submarine",2007-01-01,02:55,46,44,80,0,40,0,10,-11,A#/B♭ Major,4,2024-01-15,1Db3RDS6mdsuD5ibO7Bo1F,"Universal Music Australia Pty. Ltd.",6B,,https://i.scdn.co/image/ab67616d00004851af35f9198833e7746bd58401
136,"Anchor","Novo Amor",81,117,"ambient folk, indie folk, modern indie folk","Folk/Acoustic","Bathing Beach",2017-05-26,04:17,46,41,81,88,13,0,10,-11,A Major,4,2024-01-15,7qH9Z4dJEN0l9bidizW7fq,"AllPoints",11B,https://p.scdn.co/mp3-preview/a7679ada378b47d98531faf9ba25ccc16b6c8f04?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851277620423172f5a151f452e3
137,"Summer Of '69","Bryan Adams",85,139,"canadian pop, canadian singer-songwriter, classic canadian rock, heartland rock, mellow gold, soft rock","Pop, Folk/Acoustic, Rock","Reckless (30th Anniversary / Deluxe Edition)",1984-11-05,03:36,51,83,2,0,77,0,0,-6,D Major,4,2024-01-15,0GONea6G2XdnHWjNZd6zt3,"A&M",10B,,https://i.scdn.co/image/ab67616d00004851cf1fee2a55e98e22bf358512
138,"Quando Si","Armando Quattrone",21,93,"","","Calabria",2018-07-06,03:21,73,81,19,0,94,0,10,-4,G Minor,4,2024-01-15,6BBuUHgHSIayyf3zup3eJz,"Electrola",6A,,https://i.scdn.co/image/ab67616d000048514992bcde1c5fb5259f5f8218
139,"Cigarette Daydreams","Cage The Elephant",82,114,"modern alternative rock, modern rock, pov: indie, punk blues, rock","Rock, Pop, Blues","Melophobia",2013-10-08,03:28,64,68,8,0,27,0,0,-3,D Major,4,2024-01-15,2tznHmp70DxMyr2XhWLOW0,"RCA Records Label",10B,https://p.scdn.co/mp3-preview/a7a72315d777f4ed078d955238f9db158c915fc1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb1cb900d28642e668d77b12
140,"Sad-Eyed Lady of the Lowlands","Bob Dylan",43,172,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter","Rock, Folk/Acoustic","Blonde On Blonde",1966-06-20,11:19,30,39,60,0,28,0,0,-11,D Major,3,2024-01-15,4jdtLLyEL7wY0TlCdMKhxq,"Columbia",10B,https://p.scdn.co/mp3-preview/e943f06d91d92b8e604dda32660093e463f5de2d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c51563a479fa5a4917311197
141,"Gold on the Ceiling - 2021 Remaster","The Black Keys",40,130,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock, roots rock","Rock, Pop, Blues","El Camino (10th Anniversary Super Deluxe Edition)",2021-11-05,03:44,50,80,1,0,55,0,10,-5,C Major,4,2024-01-15,0KZicp0bzvK9D73eXj1mMN,"Nonesuch",8B,https://p.scdn.co/mp3-preview/5570f9fdfe6e4782b3dfc07f1ee098b757998b6a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a68d9b94d213bcaa6861a6bd
142,"Seven Nation Army","The White Stripes",88,124,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock","Rock, Blues","Elephant",2003-04-01,03:52,74,45,0,12,28,0,30,-8,E Minor,4,2024-01-15,3dPQuX8Gs42Y7b454ybpMR,"Legacy Recordings",9A,https://p.scdn.co/mp3-preview/eca519f0a85862d9510d57d59df557081d375e3a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a69f71a8794e2d867a52f98f
143,"Closer to Fine","Indigo Girls",65,98,"ectofolk, folk, lilith, singer-songwriter, women's music","Folk/Acoustic","Indigo Girls (Expanded Edition)",1989-00-00,04:01,54,68,37,0,75,0,20,-6,A Major,4,2024-01-15,7rKyITVLEwldhdXIy7P6Vw,"Epic",11B,https://p.scdn.co/mp3-preview/b607a1315744ee96ec0afb301eadcfc99e4bf855?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851347cd7326ed7dc67048e7420
144,"Get The Funk Out","Extreme",53,108,"funk metal, glam metal, hard rock","Metal, Rock","Extreme II - Pornograffitti",1990-01-01,04:24,57,91,0,8,78,0,10,-8,E Major,4,2024-01-15,1Q92pr5ZjhaOfNTvrjYLnE,"A&M",12B,,https://i.scdn.co/image/ab67616d00004851fb16b9b69eb891027654bcb1
145,"Dance Little Liar","Arctic Monkeys",60,100,"garage rock, modern rock, permanent wave, rock, sheffield indie","Rock","Humbug",2009-08-20,04:43,54,61,6,77,54,0,10,-9,C♯/D♭ Minor,4,2024-01-15,3u16Clmxz7dJpnQWXXynok,"Domino Recording Co",12A,https://p.scdn.co/mp3-preview/863131dd810ed3673cbf6ba9e2c628d6cb8780ac?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f65d720a5d70dbb93e96d528
146,"Past Lives","BØRNS",75,110,"indie poptimism, modern alternative rock, modern rock, pov: indie","Pop, Rock","Dopamine",2015-10-16,04:34,74,69,7,0,44,10,0,-7,E Major,4,2024-01-15,1Dr5JexwA15wmKe7Y7maA9,"UMGRI Interscope",12B,,https://i.scdn.co/image/ab67616d00004851cc2cf912462d8ae4ef856434
147,"The Great Gig In The Sky - 2011 Remastered Version","Pink Floyd",68,115,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock","Rock","The Dark Side Of The Moon (2011 Remastered Version)",1973-03-01,04:44,27,20,75,74,17,0,0,-15,F Major,4,2024-01-15,25tZHMv3ctlzqDaHAeuU9c,"Pink Floyd Records",7B,https://p.scdn.co/mp3-preview/9702913a355455dc36a7ae610ec5d52fbaed2edf?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d3709135d1005baa36939d80
148,"Aklımın İplerini Saldım","Yüksek Sadakat",48,78,"turkish pop, turkish rock","Pop, Rock","Yüksek Sadakat",2005-04-21,04:22,47,58,42,0,32,0,0,-6,B Minor,4,2024-01-15,0OOLoETLazFG55CLURAw8h,"DOĞAN MÜZİK YAPIM",10A,https://p.scdn.co/mp3-preview/8e4537ae475ae26da4b25c9db23c7d90dfa0d8c5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b0b708cd6af98b90b56296bb
149,"Wherever You Are","Kodaline",57,126,"irish pop, modern rock","Pop, Rock","One Day At A Time",2020-06-12,03:05,52,57,17,0,37,0,0,-7,E Major,4,2024-01-15,42fu5cmEhi5EWmoqaZUZuK,"Fantasy",12B,,https://i.scdn.co/image/ab67616d0000485157ec56e5de7ec77b3c231f3b
