time;temperature_2m_C;relative_humidity_2m_percentage;rain_mm;cloud_cover_percentage;sunshine_duration_s
2023-05-28T07:00;13.5;67;0.00;0;3600.00
2023-05-28T08:00;15.5;63;0.00;0;3600.00
2023-05-28T09:00;17.6;60;0.00;0;3600.00
2023-05-28T10:00;19.9;56;0.00;0;3600.00
2023-05-28T11:00;21.8;50;0.00;0;3600.00
2023-05-28T12:00;23.1;45;0.00;0;3600.00
2023-05-28T13:00;24.5;37;0.00;0;3600.00
2023-05-28T14:00;24.7;35;0.00;0;3600.00
2023-05-28T15:00;24.9;35;0.00;0;3600.00
2023-05-28T16:00;24.8;34;0.00;0;3600.00
2023-05-28T17:00;24.3;35;0.00;0;3600.00
2023-05-28T18:00;23.5;38;0.00;0;3600.00
2023-05-28T19:00;21.7;45;0.00;0;3600.00
2023-05-28T20:00;19.3;50;0.00;0;2509.61
2023-05-28T21:00;17.4;56;0.00;0;0.00
2023-05-28T22:00;15.4;68;0.00;1;0.00
2023-05-28T23:00;14.1;75;0.00;1;0.00
2023-05-29T00:00;14.5;72;0.00;0;0.00
2023-05-29T01:00;16.0;54;0.00;0;0.00
2023-05-29T02:00;12.8;69;0.00;0;0.00
2023-05-29T03:00;12.2;71;0.00;0;0.00
2023-05-29T04:00;12.2;72;0.00;0;0.00
2023-05-29T05:00;11.7;76;0.00;0;0.00
2023-05-29T06:00;12.7;76;0.00;0;3294.41
2023-05-29T07:00;14.7;69;0.00;0;3600.00
2023-05-29T08:00;16.7;59;0.00;0;3600.00
2023-05-29T09:00;18.8;55;0.00;0;3600.00
2023-05-29T10:00;20.8;51;0.00;0;3600.00
2023-05-29T11:00;22.8;46;0.00;0;3600.00
2023-05-29T12:00;24.3;40;0.00;0;3600.00
2023-05-29T13:00;25.6;35;0.00;0;3600.00
2023-05-29T14:00;25.4;33;0.00;0;3600.00
2023-05-29T15:00;25.6;32;0.00;0;3600.00
2023-05-29T16:00;25.5;32;0.00;0;3600.00
2023-05-29T17:00;25.1;33;0.00;3;3600.00
2023-05-29T18:00;24.4;36;0.00;13;3600.00
2023-05-29T19:00;22.8;42;0.00;14;3600.00
2023-05-29T20:00;19.7;51;0.00;6;2569.40
2023-05-29T21:00;18.7;54;0.00;22;0.00
2023-05-29T22:00;17.6;59;0.00;30;0.00
2023-05-29T23:00;16.2;64;0.00;29;0.00
2023-05-30T00:00;14.9;70;0.00;30;0.00
2023-05-30T01:00;14.9;66;0.00;29;0.00
2023-05-30T02:00;14.6;71;0.00;26;0.00
2023-05-30T03:00;13.9;76;0.00;29;0.00
2023-05-30T04:00;13.3;79;0.00;30;0.00
2023-05-30T05:00;13.0;79;0.00;30;0.00
2023-05-30T06:00;13.8;76;0.00;30;2391.17
2023-05-30T07:00;15.2;68;0.00;30;3600.00
2023-05-30T08:00;16.8;60;0.00;29;3600.00
2023-05-30T09:00;18.2;55;0.00;29;3600.00
2023-05-30T10:00;19.9;50;0.00;30;3600.00
2023-05-30T11:00;21.4;44;0.00;21;3600.00
2023-05-30T12:00;22.5;40;0.00;18;3600.00
2023-05-30T13:00;23.5;37;0.00;5;3600.00
2023-05-30T14:00;23.7;36;0.00;0;3600.00
2023-05-30T15:00;23.8;34;0.00;1;3600.00
2023-05-30T16:00;23.6;33;0.00;1;3600.00
2023-05-30T17:00;23.2;33;0.00;1;3600.00
2023-05-30T18:00;22.6;33;0.00;0;3600.00
2023-05-30T19:00;21.2;35;0.00;0;3600.00
2023-05-30T20:00;19.3;36;0.00;0;2627.62
2023-05-30T21:00;17.9;37;0.00;1;0.00
2023-05-30T22:00;17.3;38;0.00;0;0.00
2023-05-30T23:00;16.7;39;0.00;1;0.00
2023-05-31T00:00;15.9;44;0.00;0;0.00
2023-05-31T01:00;16.1;46;0.00;0;0.00
2023-05-31T02:00;15.5;48;0.00;0;0.00
2023-05-31T03:00;14.8;49;0.00;0;0.00
2023-05-31T04:00;13.9;52;0.00;0;0.00
2023-05-31T05:00;13.3;56;0.00;0;0.00
2023-05-31T06:00;14.2;56;0.00;0;3377.37
2023-05-31T07:00;15.8;54;0.00;0;3600.00
2023-05-31T08:00;17.4;50;0.00;0;3600.00
2023-05-31T09:00;19.2;47;0.00;0;3600.00
2023-05-31T10:00;21.0;44;0.00;0;3600.00
2023-05-31T11:00;22.7;40;0.00;0;3600.00
2023-05-31T12:00;23.7;36;0.00;0;3600.00
2023-05-31T13:00;24.9;32;0.00;0;3600.00
2023-05-31T14:00;25.0;30;0.00;0;3600.00
2023-05-31T15:00;25.2;30;0.00;0;3600.00
2023-05-31T16:00;25.3;29;0.00;0;3600.00
2023-05-31T17:00;25.1;29;0.00;0;3600.00
2023-05-31T18:00;24.5;30;0.00;0;3600.00
2023-05-31T19:00;23.2;34;0.00;0;3600.00
2023-05-31T20:00;21.1;36;0.00;0;2684.17
2023-05-31T21:00;19.1;40;0.00;20;0.00
2023-05-31T22:00;16.9;49;0.00;30;0.00
2023-05-31T23:00;15.2;59;0.00;30;0.00
2023-06-01T00:00;14.2;64;0.00;29;0.00
2023-06-01T01:00;13.7;67;0.00;6;0.00
2023-06-01T02:00;13.1;69;0.00;16;0.00
2023-06-01T03:00;12.8;69;0.00;16;0.00
2023-06-01T04:00;12.1;73;0.00;12;0.00
2023-06-01T05:00;12.2;76;0.00;13;0.00
2023-06-01T06:00;13.7;73;0.00;4;3415.42
2023-06-01T07:00;15.8;65;0.00;0;3600.00
2023-06-01T08:00;17.7;58;0.00;0;3600.00
2023-06-01T09:00;19.9;53;0.00;2;3600.00
2023-06-01T10:00;22.1;48;0.00;1;3600.00
2023-06-01T11:00;24.0;43;0.00;22;3600.00
2023-06-01T12:00;25.4;37;0.00;26;3600.00
2023-06-01T13:00;26.5;32;0.00;28;3600.00
2023-06-01T14:00;26.7;32;0.00;27;3600.00
2023-06-01T15:00;26.8;33;0.00;26;3600.00
2023-06-01T16:00;26.6;35;0.00;28;3600.00
2023-06-01T17:00;26.2;34;0.00;22;3600.00
2023-06-01T18:00;25.5;35;0.00;21;3600.00
2023-06-01T19:00;24.0;40;0.00;30;3600.00
2023-06-01T20:00;21.2;46;0.00;30;2126.35
2023-06-01T21:00;20.4;47;0.00;30;0.00
2023-06-01T22:00;19.6;49;0.00;30;0.00
2023-06-01T23:00;18.5;51;0.00;31;0.00
2023-06-02T00:00;17.4;56;0.00;0;0.00
2023-06-02T01:00;16.8;59;0.00;0;0.00
2023-06-02T02:00;15.1;69;0.00;0;0.00
2023-06-02T03:00;14.0;75;0.00;0;0.00
2023-06-02T04:00;13.0;79;0.00;0;0.00
2023-06-02T05:00;12.2;83;0.00;0;0.00
2023-06-02T06:00;12.6;81;0.00;0;3451.15
2023-06-02T07:00;13.6;75;0.00;0;3600.00
2023-06-02T08:00;14.9;70;0.00;0;3600.00
2023-06-02T09:00;16.4;63;0.00;0;3600.00
2023-06-02T10:00;17.9;58;0.00;5;3600.00
2023-06-02T11:00;19.5;52;0.00;4;3600.00
2023-06-02T12:00;20.8;48;0.00;3;3600.00
2023-06-02T13:00;21.5;45;0.00;3;3600.00
2023-06-02T14:00;22.0;43;0.00;0;3600.00
2023-06-02T15:00;22.5;41;0.00;0;3600.00
2023-06-02T16:00;22.8;39;0.00;0;3600.00
2023-06-02T17:00;22.5;39;0.00;0;3600.00
2023-06-02T18:00;22.0;39;0.00;0;3600.00
2023-06-02T19:00;21.1;42;0.00;0;3600.00
2023-06-02T20:00;19.3;47;0.00;0;2791.79
2023-06-02T21:00;17.4;54;0.00;0;0.00
2023-06-02T22:00;16.6;55;0.00;0;0.00
2023-06-02T23:00;16.3;54;0.00;0;0.00
2023-06-03T00:00;15.7;53;0.00;0;0.00
2023-06-03T01:00;14.6;60;0.00;0;0.00
2023-06-03T02:00;13.4;66;0.00;0;0.00
2023-06-03T03:00;12.5;71;0.00;0;0.00
2023-06-03T04:00;11.9;75;0.00;0;0.00
2023-06-03T05:00;11.7;78;0.00;0;0.00
2023-06-03T06:00;13.0;74;0.00;0;3484.52
2023-06-03T07:00;14.8;65;0.00;0;3600.00
2023-06-03T08:00;16.7;58;0.00;0;3600.00
2023-06-03T09:00;18.6;54;0.00;0;3600.00
2023-06-03T10:00;20.4;51;0.00;0;3600.00
2023-06-03T11:00;22.1;48;0.00;3;3600.00
2023-06-03T12:00;23.5;45;0.00;17;3600.00
2023-06-03T13:00;24.9;40;0.00;21;3600.00
2023-06-03T14:00;24.5;40;0.00;22;3600.00
2023-06-03T15:00;24.8;38;0.00;41;3600.00
2023-06-03T16:00;24.7;39;0.00;58;3600.00
2023-06-03T17:00;24.4;39;0.00;25;3600.00
2023-06-03T18:00;23.8;38;0.00;22;3600.00
2023-06-03T19:00;22.6;40;0.00;17;3600.00
2023-06-03T20:00;20.5;44;0.00;0;2842.64
2023-06-03T21:00;18.7;48;0.00;1;0.00
2023-06-03T22:00;17.7;49;0.00;14;0.00
2023-06-03T23:00;17.3;44;0.00;14;0.00
2023-06-04T00:00;16.0;47;0.00;18;0.00
2023-06-04T01:00;14.9;55;0.00;11;0.00
2023-06-04T02:00;14.7;54;0.00;3;0.00
2023-06-04T03:00;14.0;55;0.00;0;0.00
2023-06-04T04:00;13.3;56;0.00;1;0.00
2023-06-04T05:00;12.8;59;0.00;5;0.00
2023-06-04T06:00;13.8;60;0.00;0;3515.49
2023-06-04T07:00;15.7;52;0.00;0;3600.00
2023-06-04T08:00;17.4;48;0.00;0;3600.00
2023-06-04T09:00;19.5;46;0.00;0;3600.00
2023-06-04T10:00;21.6;41;0.00;0;3600.00
2023-06-04T11:00;23.4;31;0.00;0;3600.00
2023-06-04T12:00;24.3;29;0.00;0;3600.00
2023-06-04T13:00;25.6;30;0.00;2;3600.00
2023-06-04T14:00;25.4;28;0.00;0;3600.00
2023-06-04T15:00;25.5;27;0.00;0;3600.00
2023-06-04T16:00;25.2;27;0.00;0;3600.00
2023-06-04T17:00;24.7;28;0.00;0;3600.00
2023-06-04T18:00;24.0;28;0.00;0;3600.00
2023-06-04T19:00;22.8;32;0.00;0;3600.00
2023-06-04T20:00;20.5;37;0.00;0;2891.39
2023-06-04T21:00;18.9;40;0.00;0;0.00
2023-06-04T22:00;17.4;43;0.00;0;0.00
2023-06-04T23:00;15.5;51;0.00;0;0.00
2023-06-05T00:00;14.2;59;0.00;0;0.00
2023-06-05T01:00;14.2;59;0.00;0;0.00
2023-06-05T02:00;12.6;64;0.00;0;0.00
2023-06-05T03:00;12.6;62;0.00;0;0.00
2023-06-05T04:00;12.7;61;0.00;0;0.00
2023-06-05T05:00;12.4;64;0.00;0;0.00
2023-06-05T06:00;13.5;64;0.00;0;3544.02
2023-06-05T07:00;15.5;57;0.00;0;3600.00
2023-06-05T08:00;17.6;50;0.00;0;3600.00
2023-06-05T09:00;19.7;47;0.00;0;3600.00
2023-06-05T10:00;21.8;45;0.00;0;3600.00
2023-06-05T11:00;23.7;43;0.00;6;3600.00
2023-06-05T12:00;24.9;37;0.00;22;3600.00
2023-06-05T13:00;25.8;34;0.00;17;3600.00
2023-06-05T14:00;26.2;30;0.00;11;3600.00
2023-06-05T15:00;26.7;28;0.00;5;3600.00
2023-06-05T16:00;26.6;28;0.00;7;3600.00
2023-06-05T17:00;26.2;28;0.00;9;3600.00
2023-06-05T18:00;25.5;28;0.00;7;3600.00
2023-06-05T19:00;23.9;34;0.00;2;3600.00
2023-06-05T20:00;21.9;34;0.00;2;2937.90
2023-06-05T21:00;20.4;42;0.00;1;0.00
2023-06-05T22:00;18.8;53;0.00;0;0.00
2023-06-05T23:00;17.7;62;0.00;0;0.00
2023-06-06T00:00;16.7;68;0.00;0;0.00
2023-06-06T01:00;16.1;76;0.00;0;0.00
2023-06-06T02:00;15.7;74;0.00;2;0.00
2023-06-06T03:00;15.1;74;0.00;4;0.00
2023-06-06T04:00;14.2;76;0.00;5;0.00
2023-06-06T05:00;14.1;76;0.00;13;0.00
2023-06-06T06:00;15.3;74;0.00;11;3570.09
2023-06-06T07:00;17.1;67;0.00;11;3600.00
2023-06-06T08:00;19.3;60;0.00;12;3600.00
2023-06-06T09:00;21.2;52;0.00;12;3600.00
2023-06-06T10:00;22.6;46;0.00;14;3600.00
2023-06-06T11:00;23.7;41;0.00;16;3600.00
2023-06-06T12:00;24.2;38;0.00;17;3600.00
2023-06-06T13:00;25.3;34;0.00;29;3600.00
2023-06-06T14:00;25.3;34;0.00;17;3600.00
2023-06-06T15:00;25.2;34;0.00;7;3600.00
2023-06-06T16:00;25.3;33;0.00;34;3600.00
2023-06-06T17:00;25.0;33;0.00;19;3600.00
2023-06-06T18:00;24.6;34;0.00;11;3600.00
2023-06-06T19:00;23.3;39;0.00;4;3600.00
2023-06-06T20:00;20.8;49;0.00;0;2982.08
2023-06-06T21:00;19.3;51;0.00;3;0.00
2023-06-06T22:00;17.9;58;0.00;0;0.00
2023-06-06T23:00;16.9;64;0.00;0;0.00
2023-06-07T00:00;15.9;70;0.00;0;0.00
2023-06-07T01:00;15.5;71;0.00;0;0.00
2023-06-07T02:00;14.4;77;0.00;0;0.00
2023-06-07T03:00;13.5;83;0.00;0;0.00
2023-06-07T04:00;12.7;88;0.00;0;0.00
2023-06-07T05:00;12.6;90;0.00;0;0.00
2023-06-07T06:00;14.1;85;0.00;0;3593.65
2023-06-07T07:00;16.5;76;0.00;0;3600.00
2023-06-07T08:00;18.9;68;0.00;0;3600.00
2023-06-07T09:00;20.7;58;0.00;0;3600.00
2023-06-07T10:00;22.0;54;0.00;20;3600.00
2023-06-07T11:00;22.7;50;0.00;21;3600.00
2023-06-07T12:00;23.6;46;0.10;28;3600.00
2023-06-07T13:00;24.2;42;0.00;15;3600.00
2023-06-07T14:00;24.5;40;0.00;16;3600.00
2023-06-07T15:00;24.7;40;0.00;11;3600.00
2023-06-07T16:00;24.9;39;0.00;5;3600.00
2023-06-07T17:00;24.9;38;0.00;3;3600.00
2023-06-07T18:00;24.5;40;0.00;2;3600.00
2023-06-07T19:00;23.4;54;0.00;4;3600.00
2023-06-07T20:00;21.0;55;0.00;5;3024.16
2023-06-07T21:00;20.3;54;0.00;7;0.00
2023-06-07T22:00;19.2;60;0.00;6;0.00
2023-06-07T23:00;17.0;75;0.00;3;0.00
2023-06-08T00:00;16.6;76;0.00;1;0.00
2023-06-08T01:00;16.9;83;0.00;0;0.00
2023-06-08T02:00;15.7;86;0.00;2;0.00
2023-06-08T03:00;13.6;95;0.00;2;0.00
2023-06-08T04:00;14.5;94;0.00;0;0.00
2023-06-08T05:00;13.6;96;0.00;0;0.00
2023-06-08T06:00;15.1;91;0.00;0;3600.00
2023-06-08T07:00;16.8;81;0.00;0;3600.00
2023-06-08T08:00;18.7;72;0.00;18;3600.00
2023-06-08T09:00;20.4;65;0.00;31;3600.00
2023-06-08T10:00;22.4;57;0.00;2;3600.00
2023-06-08T11:00;24.6;49;0.00;2;3600.00
2023-06-08T12:00;21.9;57;1.40;72;3600.00
2023-06-08T13:00;24.1;47;0.00;29;3600.00
2023-06-08T14:00;25.1;41;0.00;23;3600.00
2023-06-08T15:00;25.9;37;0.00;3;3600.00
2023-06-08T16:00;25.6;37;0.00;7;3600.00
2023-06-08T17:00;25.4;38;0.00;7;3600.00
2023-06-08T18:00;24.7;41;0.00;5;3600.00
2023-06-08T19:00;23.5;46;0.00;4;3600.00
2023-06-08T20:00;21.2;54;0.00;4;3064.81
2023-06-08T21:00;19.6;58;0.00;1;0.00
2023-06-08T22:00;18.1;64;0.00;0;0.00
2023-06-08T23:00;17.3;67;0.00;0;0.00
2023-06-09T00:00;16.6;73;0.00;0;0.00
2023-06-09T01:00;16.0;78;0.00;0;0.00
2023-06-09T02:00;14.8;90;0.00;0;0.00
2023-06-09T03:00;14.5;92;0.00;0;0.00
2023-06-09T04:00;14.3;91;0.00;0;0.00
2023-06-09T05:00;14.5;90;0.00;0;0.00
2023-06-09T06:00;16.0;83;0.00;0;3600.00
2023-06-09T07:00;18.0;76;0.00;0;3600.00
2023-06-09T08:00;19.9;70;0.00;0;3600.00
2023-06-09T09:00;22.1;62;0.00;0;3600.00
2023-06-09T10:00;24.2;54;0.00;0;3600.00
2023-06-09T11:00;25.7;45;0.00;8;3600.00
2023-06-09T12:00;26.5;40;0.00;5;3600.00
2023-06-09T13:00;27.3;37;0.00;8;3600.00
2023-06-09T14:00;27.2;37;0.00;21;3600.00
2023-06-09T15:00;27.0;38;0.00;29;3600.00
2023-06-09T16:00;25.9;45;0.10;26;3600.00
2023-06-09T17:00;26.5;41;0.00;25;3600.00
2023-06-09T18:00;26.6;37;0.00;12;3600.00
2023-06-09T19:00;25.6;41;0.00;7;3600.00
2023-06-09T20:00;23.5;45;0.00;5;3103.94
2023-06-09T21:00;22.2;46;0.00;5;0.00
2023-06-09T22:00;20.6;51;0.00;5;0.00
2023-06-09T23:00;19.3;55;0.00;4;0.00
2023-06-10T00:00;18.7;57;0.00;2;0.00
2023-06-10T01:00;18.8;60;0.00;1;0.00
2023-06-10T02:00;17.5;65;0.00;1;0.00
2023-06-10T03:00;16.9;69;0.00;0;0.00
2023-06-10T04:00;16.3;73;0.00;0;0.00
2023-06-10T05:00;16.1;75;0.00;0;0.00
2023-06-10T06:00;17.2;74;0.00;0;3600.00
2023-06-10T07:00;19.1;67;0.00;0;3600.00
2023-06-10T08:00;21.1;61;0.00;0;3600.00
2023-06-10T09:00;23.1;56;0.00;0;3600.00
2023-06-10T10:00;25.0;49;0.00;9;3600.00
2023-06-10T11:00;26.3;41;0.00;22;3600.00
2023-06-10T12:00;26.7;40;0.00;21;3600.00
2023-06-10T13:00;27.8;38;0.10;17;3600.00
2023-06-10T14:00;27.9;38;0.00;27;3600.00
2023-06-10T15:00;28.3;37;0.00;20;3600.00
2023-06-10T16:00;28.5;34;0.00;10;3600.00
2023-06-10T17:00;28.3;34;0.00;5;3600.00
2023-06-10T18:00;27.7;36;0.00;8;3600.00
2023-06-10T19:00;26.7;38;0.00;5;3600.00
2023-06-10T20:00;24.9;43;0.00;4;3141.48
2023-06-10T21:00;23.7;48;0.00;4;0.00
2023-06-10T22:00;22.6;53;0.00;5;0.00
2023-06-10T23:00;21.8;57;0.00;5;0.00
2023-06-11T00:00;20.7;61;0.00;1;0.00
2023-06-11T01:00;19.8;65;0.00;4;0.00
2023-06-11T02:00;19.0;69;0.00;1;0.00
2023-06-11T03:00;18.3;72;0.00;0;0.00
2023-06-11T04:00;17.7;76;0.00;1;0.00
2023-06-11T05:00;17.5;78;0.00;0;0.00
2023-06-11T06:00;18.5;75;0.00;0;3600.00
2023-06-11T07:00;20.2;69;0.00;1;3600.00
2023-06-11T08:00;22.0;62;0.00;2;3600.00
2023-06-11T09:00;23.7;54;0.00;7;3600.00
2023-06-11T10:00;25.3;46;0.00;3;3600.00
2023-06-11T11:00;26.7;40;0.00;1;3600.00
2023-06-11T12:00;27.8;34;0.00;2;3600.00
2023-06-11T13:00;29.1;26;0.00;0;3600.00
2023-06-11T14:00;29.1;27;0.00;0;3600.00
2023-06-11T15:00;29.0;28;0.00;0;3600.00
2023-06-11T16:00;28.8;27;0.00;0;3600.00
2023-06-11T17:00;28.3;27;0.00;0;3600.00
2023-06-11T18:00;27.9;26;0.00;0;3600.00
2023-06-11T19:00;26.4;30;0.00;0;3600.00
2023-06-11T20:00;24.4;33;0.00;0;3177.34
2023-06-11T21:00;22.9;35;0.00;0;0.00
2023-06-11T22:00;21.9;37;0.00;0;0.00
2023-06-11T23:00;20.6;41;0.00;0;0.00
2023-06-12T00:00;19.8;44;0.00;0;0.00
2023-06-12T01:00;20.1;47;0.00;0;0.00
2023-06-12T02:00;18.8;50;0.00;0;0.00
2023-06-12T03:00;17.6;54;0.00;0;0.00
2023-06-12T04:00;16.2;61;0.00;0;0.00
2023-06-12T05:00;16.0;62;0.00;0;0.00
2023-06-12T06:00;17.1;62;0.00;0;3600.00
2023-06-12T07:00;19.2;58;0.00;0;3600.00
2023-06-12T08:00;21.5;54;0.00;0;3600.00
2023-06-12T09:00;23.3;49;0.00;0;3600.00
2023-06-12T10:00;24.8;44;0.00;0;3600.00
2023-06-12T11:00;26.1;38;0.00;23;3600.00
2023-06-12T12:00;26.8;36;0.00;18;3600.00
2023-06-12T13:00;27.4;34;0.00;15;3600.00
2023-06-12T14:00;27.5;33;0.00;13;3600.00
2023-06-12T15:00;27.9;31;0.00;11;3600.00
2023-06-12T16:00;27.9;30;0.00;9;3600.00
2023-06-12T17:00;27.7;28;0.00;6;3600.00
2023-06-12T18:00;27.1;28;0.00;1;3600.00
2023-06-12T19:00;25.9;32;0.00;1;3600.00
2023-06-12T20:00;24.2;34;0.00;1;3211.43
2023-06-12T21:00;22.9;36;0.00;0;0.00
2023-06-12T22:00;21.1;40;0.00;0;0.00
2023-06-12T23:00;20.0;41;0.00;0;0.00
2023-06-13T00:00;19.7;39;0.00;0;0.00
2023-06-13T01:00;19.2;42;0.00;0;0.00
2023-06-13T02:00;17.9;47;0.00;0;0.00
2023-06-13T03:00;16.8;53;0.00;0;0.00
2023-06-13T04:00;15.9;57;0.00;0;0.00
2023-06-13T05:00;15.5;60;0.00;0;0.00
2023-06-13T06:00;16.3;60;0.00;0;3600.00
2023-06-13T07:00;17.9;55;0.00;0;3600.00
2023-06-13T08:00;19.4;47;0.00;0;3600.00
2023-06-13T09:00;21.0;37;0.00;0;3600.00
2023-06-13T10:00;22.5;29;0.00;0;3600.00
2023-06-13T11:00;23.7;26;0.00;0;3600.00
2023-06-13T12:00;24.8;25;0.00;0;3600.00
2023-06-13T13:00;25.8;28;0.00;0;3600.00
2023-06-13T14:00;26.1;28;0.00;0;3600.00
2023-06-13T15:00;26.4;26;0.00;0;3600.00
2023-06-13T16:00;26.4;25;0.00;0;3600.00
2023-06-13T17:00;26.0;25;0.00;0;3600.00
2023-06-13T18:00;25.2;25;0.00;0;3600.00
2023-06-13T19:00;24.2;27;0.00;0;3600.00
2023-06-13T20:00;22.5;29;0.00;0;3243.67
2023-06-13T21:00;20.3;34;0.00;0;0.00
2023-06-13T22:00;18.2;41;0.00;0;0.00
2023-06-13T23:00;17.0;46;0.00;1;0.00
2023-06-14T00:00;15.8;51;0.00;9;0.00
2023-06-14T01:00;17.7;45;0.00;11;0.00
2023-06-14T02:00;16.2;50;0.00;1;0.00
2023-06-14T03:00;15.0;55;0.00;0;0.00
2023-06-14T04:00;14.3;58;0.00;0;0.00
2023-06-14T05:00;14.2;62;0.00;2;0.00
2023-06-14T06:00;15.5;62;0.00;0;3600.00
2023-06-14T07:00;17.3;57;0.00;0;3600.00
2023-06-14T08:00;18.7;54;0.00;0;3600.00
2023-06-14T09:00;20.4;49;0.00;0;3600.00
2023-06-14T10:00;22.2;42;0.00;0;3600.00
2023-06-14T11:00;23.9;35;0.00;36;3600.00
2023-06-14T12:00;24.6;32;0.00;47;3600.00
2023-06-14T13:00;25.1;31;0.00;55;3600.00
2023-06-14T14:00;25.5;30;0.00;42;3600.00
2023-06-14T15:00;25.8;29;0.00;30;3600.00
2023-06-14T16:00;26.1;27;0.00;38;3600.00
2023-06-14T17:00;25.4;28;0.00;36;3600.00
2023-06-14T18:00;24.2;30;0.00;11;3600.00
2023-06-14T19:00;23.2;33;0.00;10;3600.00
2023-06-14T20:00;21.6;37;0.00;2;3273.98
2023-06-14T21:00;20.0;40;0.00;2;0.00
2023-06-14T22:00;18.9;42;0.00;1;0.00
2023-06-14T23:00;18.2;45;0.00;4;0.00
2023-06-15T00:00;17.6;47;0.00;11;0.00
2023-06-15T01:00;16.2;55;0.00;7;0.00
2023-06-15T02:00;15.9;57;0.00;60;0.00
2023-06-15T03:00;15.0;63;0.00;60;0.00
2023-06-15T04:00;14.9;66;0.00;60;0.00
2023-06-15T05:00;14.9;69;0.00;60;0.00
2023-06-15T06:00;16.0;68;0.00;60;3600.00
2023-06-15T07:00;17.7;60;0.00;0;3600.00
2023-06-15T08:00;19.2;55;0.00;0;3600.00
2023-06-15T09:00;21.1;50;0.00;0;3600.00
2023-06-15T10:00;22.9;45;0.00;15;3600.00
2023-06-15T11:00;24.2;38;0.00;16;3600.00
2023-06-15T12:00;25.0;35;0.00;14;3600.00
2023-06-15T13:00;26.2;31;0.00;13;3600.00
2023-06-15T14:00;25.8;30;0.00;7;3600.00
2023-06-15T15:00;26.2;29;0.00;4;3600.00
2023-06-15T16:00;26.2;27;0.00;7;3600.00
2023-06-15T17:00;26.4;27;0.00;29;3600.00
2023-06-15T18:00;25.2;29;0.00;43;3600.00
2023-06-15T19:00;24.0;31;0.00;18;3600.00
2023-06-15T20:00;22.4;36;0.00;15;3302.27
2023-06-15T21:00;20.6;40;0.00;4;0.00
2023-06-15T22:00;18.2;52;0.00;0;0.00
2023-06-15T23:00;16.8;59;0.00;13;0.00
2023-06-16T00:00;17.3;54;0.00;4;0.00
2023-06-16T01:00;16.2;68;0.00;10;0.00
2023-06-16T02:00;14.6;71;0.00;3;0.00
2023-06-16T03:00;17.2;55;0.00;12;0.00
2023-06-16T04:00;15.3;67;0.00;9;0.00
2023-06-16T05:00;15.8;66;0.00;1;0.00
2023-06-16T06:00;15.9;73;0.00;0;3600.00
2023-06-16T07:00;17.6;68;0.00;4;3600.00
2023-06-16T08:00;19.8;59;0.00;3;3600.00
2023-06-16T09:00;22.2;48;0.00;4;3600.00
2023-06-16T10:00;24.0;38;0.00;15;3600.00
2023-06-16T11:00;24.8;33;0.00;6;3600.00
2023-06-16T12:00;25.7;30;0.00;7;3600.00
2023-06-16T13:00;25.8;28;0.00;19;3600.00
2023-06-16T14:00;26.3;28;0.00;17;3600.00
2023-06-16T15:00;26.6;28;0.00;19;3600.00
2023-06-16T16:00;27.1;28;0.00;11;3600.00
2023-06-16T17:00;26.8;28;0.00;38;3600.00
2023-06-16T18:00;26.0;29;0.00;2;3600.00
2023-06-16T19:00;24.8;36;0.00;8;3600.00
2023-06-16T20:00;22.2;42;0.00;25;3328.47
2023-06-16T21:00;21.2;41;0.00;4;0.00
2023-06-16T22:00;19.2;48;0.00;2;0.00
2023-06-16T23:00;18.3;51;0.00;1;0.00
2023-06-17T00:00;17.7;54;0.00;1;0.00
2023-06-17T01:00;18.4;52;0.00;1;0.00
2023-06-17T02:00;16.2;62;0.00;0;0.00
2023-06-17T03:00;14.0;73;0.00;0;0.00
2023-06-17T04:00;15.5;64;0.00;0;0.00
2023-06-17T05:00;14.3;72;0.00;0;0.00
2023-06-17T06:00;15.8;71;0.00;0;3600.00
2023-06-17T07:00;17.4;69;0.00;0;3600.00
2023-06-17T08:00;19.9;61;0.00;2;3600.00
2023-06-17T09:00;22.5;51;0.00;4;3600.00
2023-06-17T10:00;24.6;44;0.00;13;3600.00
2023-06-17T11:00;26.1;34;0.00;12;3600.00
2023-06-17T12:00;27.0;31;0.00;11;3600.00
2023-06-17T13:00;27.8;28;0.00;36;3600.00
2023-06-17T14:00;27.8;28;0.00;44;3600.00
2023-06-17T15:00;28.3;26;0.00;29;3600.00
2023-06-17T16:00;28.3;25;0.00;43;3600.00
2023-06-17T17:00;28.4;24;0.00;37;3600.00
2023-06-17T18:00;28.3;28;0.00;31;3600.00
2023-06-17T19:00;26.7;33;0.00;30;3600.00
2023-06-17T20:00;23.4;52;0.00;23;284.19
2023-06-17T21:00;24.6;33;0.00;26;0.00
2023-06-17T22:00;19.7;47;0.00;16;0.00
2023-06-17T23:00;18.7;49;0.00;0;0.00
2023-06-18T00:00;17.3;58;0.00;14;0.00
2023-06-18T01:00;19.8;46;0.00;6;0.00
2023-06-18T02:00;16.2;59;0.00;26;0.00
2023-06-18T03:00;15.4;62;0.00;16;0.00
2023-06-18T04:00;17.3;54;0.00;26;0.00
2023-06-18T05:00;17.1;57;0.00;20;0.00
2023-06-18T06:00;17.5;60;0.00;22;3600.00
